Day	Ad Name	Delivery Status	Delivery Level	Campaign Name	Ad Set Name	Reach	Impressions	Clicks (All)	Unique Link Clicks	Amount Spent (BRL)	CPC (All)	Reporting Starts	Reporting Ends
12/3/2019	[remo] top ? brechó SP (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó SP (stories)	552	554	26	13	2	0.07692308	12/3/2019	12/3/2019
9/28/2019	[remo] top ? brechó SP (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó SP (stories)	103	104	2	1	0.81	0.405	9/28/2019	9/28/2019
9/26/2019	[remo] top ? brechó SP (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó SP (stories)	154	154	2		1.06	0.53	9/26/2019	9/26/2019
9/5/2019	Publicação do Instagram: Acharam que nosso bday...	not_delivering	ad	[remo] Publicação do Instagram: Acharam que nosso bday...	Publicação do Instagram: Acharam que nosso bday...	47	47	0		1.11		9/5/2019	9/5/2019
9/4/2019	Publicação do Instagram: Bom dia!!! Que nunca nos...	not_delivering	ad	Publicação do Instagram: Bom dia!!! Que nunca nos...	Publicação do Instagram: Bom dia!!! Que nunca nos...	58	58	0		0.5		9/4/2019	9/4/2019
9/7/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	144	148	3	3	0.36	0.12	9/7/2019	9/7/2019
9/6/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	164	170	10	4	0.45	0.045	9/6/2019	9/6/2019
9/5/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	68	69	3		0.18	0.06	9/5/2019	9/5/2019
9/4/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	69	73	1		0.14	0.14	9/4/2019	9/4/2019
9/3/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	154	156	0		0.19		9/3/2019	9/3/2019
9/2/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	123	124	3	2	0.19	0.06333333	9/2/2019	9/2/2019
12/24/2019	Publicação do Instagram: Você também está ansiosa...	not_delivering	ad	Publicação do Instagram: Você também está ansiosa...	Publicação do Instagram: Você também está ansiosa...	71	71	1	1	1.86	1.86	12/24/2019	12/24/2019
12/23/2019	Publicação do Instagram: Você também está ansiosa...	not_delivering	ad	Publicação do Instagram: Você também está ansiosa...	Publicação do Instagram: Você também está ansiosa...	7	7	0		0.14		12/23/2019	12/23/2019
11/14/2019	Publicação do Instagram: A @michaelkors mantém o...	not_delivering	ad	Publicação do Instagram: A @michaelkors mantém o...	Publicação do Instagram: A @michaelkors mantém o...	122	122	1		1.33	1.33	11/14/2019	11/14/2019
11/13/2019	Publicação do Instagram: A @michaelkors mantém o...	not_delivering	ad	Publicação do Instagram: A @michaelkors mantém o...	Publicação do Instagram: A @michaelkors mantém o...	153	153	0		1.29		11/13/2019	11/13/2019
9/6/2019	Publicação do Instagram: Bom dia!!! Que nunca nos...	not_delivering	ad	Publicação do Instagram: Bom dia!!! Que nunca nos...	Publicação do Instagram: Bom dia!!! Que nunca nos...	102	102	1	1	0.53	0.53	9/6/2019	9/6/2019
9/5/2019	Publicação do Instagram: Bom dia!!! Que nunca nos...	not_delivering	ad	Publicação do Instagram: Bom dia!!! Que nunca nos...	Publicação do Instagram: Bom dia!!! Que nunca nos...	174	175	1	1	0.97	0.97	9/5/2019	9/5/2019
11/26/2019	Publicação do Instagram: Estão dizendo que o...	not_delivering	ad	Publicação do Instagram: Estão dizendo que o...	Publicação do Instagram: Estão dizendo que o...	121	121	1	1	1.63	1.63	11/26/2019	11/26/2019
9/9/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	92	94	0		0.19		9/9/2019	9/9/2019
11/25/2019	Publicação do Instagram: Estão dizendo que o...	not_delivering	ad	Publicação do Instagram: Estão dizendo que o...	Publicação do Instagram: Estão dizendo que o...	200	200	2	2	2.11	1.055	11/25/2019	11/25/2019
11/24/2019	Publicação do Instagram: Estão dizendo que o...	not_delivering	ad	Publicação do Instagram: Estão dizendo que o...	Publicação do Instagram: Estão dizendo que o...	15	15	0		0.25		11/24/2019	11/24/2019
2/22/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	741	742	12	7	2.28	0.19	2/22/2020	2/22/2020
12/14/2019	Instagram Post	not_delivering	ad	Instagram Post	Instagram Post	1190	1198	10	2	2.12	0.212	12/14/2019	12/14/2019
12/13/2019	Instagram Post	not_delivering	ad	Instagram Post	Instagram Post	133	133	1		0.26	0.26	12/13/2019	12/13/2019
1/29/2020	Publicação do Instagram: Bolsa linda que você...	not_delivering	ad	[remo] Publicação do Instagram: Bolsa linda que você...	Publicação do Instagram: Bolsa linda que você...	386	386	4	4	3.73	0.9325	1/29/2020	1/29/2020
1/28/2020	Publicação do Instagram: Bolsa linda que você...	not_delivering	ad	[remo] Publicação do Instagram: Bolsa linda que você...	Publicação do Instagram: Bolsa linda que você...	126	126	1	1	1.27	1.27	1/28/2020	1/28/2020
9/10/2019	Publicação do Instagram: Acharam que nosso bday...	not_delivering	ad	[remo] Publicação do Instagram: Acharam que nosso bday...	Publicação do Instagram: Acharam que nosso bday...	16	16	0		0.38		9/10/2019	9/10/2019
9/9/2019	Publicação do Instagram: Acharam que nosso bday...	not_delivering	ad	[remo] Publicação do Instagram: Acharam que nosso bday...	Publicação do Instagram: Acharam que nosso bday...	40	40	1	1	0.75	0.75	9/9/2019	9/9/2019
9/8/2019	Publicação do Instagram: Acharam que nosso bday...	not_delivering	ad	[remo] Publicação do Instagram: Acharam que nosso bday...	Publicação do Instagram: Acharam que nosso bday...	40	40	0		1		9/8/2019	9/8/2019
9/7/2019	Publicação do Instagram: Acharam que nosso bday...	not_delivering	ad	[remo] Publicação do Instagram: Acharam que nosso bday...	Publicação do Instagram: Acharam que nosso bday...	38	38	0		1.07		9/7/2019	9/7/2019
9/6/2019	Publicação do Instagram: Acharam que nosso bday...	not_delivering	ad	[remo] Publicação do Instagram: Acharam que nosso bday...	Publicação do Instagram: Acharam que nosso bday...	35	35	0		0.99		9/6/2019	9/6/2019
9/8/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	109	112	3	1	0.22	0.07333333	9/8/2019	9/8/2019
12/13/2019	Publicação do Instagram: A bolsa baú da...	not_delivering	ad	Publicação do Instagram: A bolsa baú da...	Publicação do Instagram: A bolsa baú da...	89	89	0		0.98		12/13/2019	12/13/2019
9/25/2019	[remo] top ? brechó SP (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó SP (stories)	95	95	5	5	0.68	0.136	9/25/2019	9/25/2019
9/9/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	46	49	5	2	0.11	0.022	9/9/2019	9/9/2019
9/24/2019	[remo] top ? brechó SP (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó SP (stories)	100	100	1		0.83	0.83	9/24/2019	9/24/2019
9/27/2019	Publicação do Instagram: A @michaelkors como...	not_delivering	ad	Publicação do Instagram: A @michaelkors como...	Publicação do Instagram: A @michaelkors como...	58	58	3	3	0.37	0.12333333	9/27/2019	9/27/2019
9/26/2019	Publicação do Instagram: A @michaelkors como...	not_delivering	ad	Publicação do Instagram: A @michaelkors como...	Publicação do Instagram: A @michaelkors como...	194	196	11	11	1.04	0.09454545	9/26/2019	9/26/2019
9/25/2019	Publicação do Instagram: A @michaelkors como...	not_delivering	ad	Publicação do Instagram: A @michaelkors como...	Publicação do Instagram: A @michaelkors como...	117	117	9	9	0.59	0.06555556	9/25/2019	9/25/2019
9/9/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	3	3	0		0.02		9/9/2019	9/9/2019
9/8/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	1	1	0		0		9/8/2019	9/8/2019
9/7/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	5	5	0		0.01		9/7/2019	9/7/2019
9/6/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	4	4	0		0.01		9/6/2019	9/6/2019
9/5/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	11	11	1	1	0.02	0.02	9/5/2019	9/5/2019
9/4/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	15	15	0		0.04		9/4/2019	9/4/2019
9/3/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	16	16	2	1	0.04	0.02	9/3/2019	9/3/2019
9/2/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 4 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	17	17	0		0.08		9/2/2019	9/2/2019
9/8/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	64	64	1		0.18	0.18	9/8/2019	9/8/2019
12/15/2019	Publicação do Instagram: A bolsa baú da...	not_delivering	ad	Publicação do Instagram: A bolsa baú da...	Publicação do Instagram: A bolsa baú da...	79	79	0		0.86		12/15/2019	12/15/2019
9/7/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	56	56	2	2	0.12	0.06	9/7/2019	9/7/2019
9/6/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	46	51	1	1	0.13	0.13	9/6/2019	9/6/2019
9/5/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	91	92	0		0.2		9/5/2019	9/5/2019
9/4/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	68	68	3	2	0.23	0.07666667	9/4/2019	9/4/2019
9/3/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	142	144	0		0.31		9/3/2019	9/3/2019
9/2/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	138	140	2	1	0.27	0.135	9/2/2019	9/2/2019
3/9/2020	Publicação do Instagram: Dia 8 de março é o Dia...	not_delivering	ad	Publicação do Instagram: Dia 8 de março é o Dia...	Publicação do Instagram: Dia 8 de março é o Dia...	2343	2349	2	2	3.87	1.935	3/9/2020	3/9/2020
3/8/2020	Publicação do Instagram: Dia 8 de março é o Dia...	not_delivering	ad	Publicação do Instagram: Dia 8 de março é o Dia...	Publicação do Instagram: Dia 8 de março é o Dia...	409	409	1	1	1.13	1.13	3/8/2020	3/8/2020
12/2/2019	[remo] BR (-RJ) | Black Friday	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | BR(-RJ)	1	1	0		0		12/2/2019	12/2/2019
12/1/2019	[remo] BR (-RJ) | Black Friday	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | BR(-RJ)	988	1087	15	8	20.38	1.35866667	12/1/2019	12/1/2019
11/30/2019	[remo] BR (-RJ) | Black Friday	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | BR(-RJ)	1331	1512	12	7	20.5	1.70833333	11/30/2019	11/30/2019
11/29/2019	[remo] BR (-RJ) | Black Friday	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | BR(-RJ)	822	919	11	3	18.24	1.65818182	11/29/2019	11/29/2019
12/14/2019	Publicação do Instagram: A bolsa baú da...	not_delivering	ad	Publicação do Instagram: A bolsa baú da...	Publicação do Instagram: A bolsa baú da...	247	250	2	2	2.16	1.08	12/14/2019	12/14/2019
2/23/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	224	225	1		0.64	0.64	2/23/2020	2/23/2020
2/9/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	463	463	9	8	0.71	0.07888889	2/9/2020	2/9/2020
2/21/2020	[remo] top ? brechó Sul (stories) | Levi's Rio	not_delivering	ad	[remo] Traffic	[remo] Traffic | top ? brechó Sul (stories)	759	761	11	8	2.24	0.20363636	2/21/2020	2/21/2020
11/28/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	367	376	0		0.34		11/28/2019	11/28/2019
12/10/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	368	370	0		0.19		12/10/2019	12/10/2019
12/9/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	674	681	1	1	0.29	0.29	12/9/2019	12/9/2019
12/8/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	995	1016	2	1	0.38	0.19	12/8/2019	12/8/2019
12/7/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	508	518	2	1	0.39	0.195	12/7/2019	12/7/2019
12/6/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	289	298	0		0.32		12/6/2019	12/6/2019
12/5/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	523	539	0		0.52		12/5/2019	12/5/2019
12/4/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	737	748	0		0.34		12/4/2019	12/4/2019
12/3/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	664	676	1		0.34	0.34	12/3/2019	12/3/2019
12/2/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	509	515	0		0.22		12/2/2019	12/2/2019
12/1/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	643	655	0		0.33		12/1/2019	12/1/2019
11/30/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	751	762	1		0.46	0.46	11/30/2019	11/30/2019
11/29/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	319	323	2	2	0.21	0.105	11/29/2019	11/29/2019
11/27/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	273	282	1	1	0.23	0.23	11/27/2019	11/27/2019
12/12/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	215	220	2	2	0.27	0.135	12/12/2019	12/12/2019
11/26/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	415	421	0		0.35		11/26/2019	11/26/2019
11/25/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	405	410	0		0.19		11/25/2019	11/25/2019
11/24/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	758	772	0		0.33		11/24/2019	11/24/2019
11/23/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	524	527	1		0.22	0.22	11/23/2019	11/23/2019
11/22/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	445	455	0		0.21		11/22/2019	11/22/2019
11/21/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	683	699	3	3	0.44	0.14666667	11/21/2019	11/21/2019
11/20/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	431	442	1	1	0.4	0.4	11/20/2019	11/20/2019
11/19/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	353	370	0		0.3		11/19/2019	11/19/2019
11/18/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	325	331	0		0.19		11/18/2019	11/18/2019
11/17/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	800	816	0		0.3		11/17/2019	11/17/2019
11/16/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	715	731	0		0.38		11/16/2019	11/16/2019
11/15/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	518	533	3	2	0.34	0.11333333	11/15/2019	11/15/2019
12/11/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	301	312	0		0.28		12/11/2019	12/11/2019
12/13/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	887	892	0		0.47		12/13/2019	12/13/2019
11/13/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	357	363	2	1	0.2	0.1	11/13/2019	11/13/2019
12/4/2019	"Publicação do Instagram: DIVA não faz compra, faz..."	not_delivering	ad	"Publicação do Instagram: DIVA não faz compra, faz..."	"Publicação do Instagram: DIVA não faz compra, faz..."	42	42	0		0.35		12/4/2019	12/4/2019
9/10/2019	[remo] LA Instagram Engaged RJ (placement filter) | David Brasil	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ (placement filter)	9369	9545	3		5.14	1.71333333	9/10/2019	9/10/2019
9/9/2019	[remo] LA Instagram Engaged RJ (placement filter) | David Brasil	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ (placement filter)	1024	1026	2		0.85	0.425	9/9/2019	9/9/2019
11/22/2019	Publicação do Instagram: Bolsa Louis Vuitton...	not_delivering	ad	Publicação do Instagram: Bolsa Louis Vuitton...	Publicação do Instagram: Bolsa Louis Vuitton...	148	148	1	1	1	1	11/22/2019	11/22/2019
11/21/2019	Publicação do Instagram: Bolsa Louis Vuitton...	not_delivering	ad	Publicação do Instagram: Bolsa Louis Vuitton...	Publicação do Instagram: Bolsa Louis Vuitton...	418	418	3	1	2.13	0.71	11/21/2019	11/21/2019
11/20/2019	Publicação do Instagram: Bolsa Louis Vuitton...	not_delivering	ad	Publicação do Instagram: Bolsa Louis Vuitton...	Publicação do Instagram: Bolsa Louis Vuitton...	448	449	1	1	2.02	2.02	11/20/2019	11/20/2019
11/19/2019	Publicação do Instagram: Bolsa Louis Vuitton...	not_delivering	ad	Publicação do Instagram: Bolsa Louis Vuitton...	Publicação do Instagram: Bolsa Louis Vuitton...	625	629	1	1	1.97	1.97	11/19/2019	11/19/2019
11/18/2019	Publicação do Instagram: Bolsa Louis Vuitton...	not_delivering	ad	Publicação do Instagram: Bolsa Louis Vuitton...	Publicação do Instagram: Bolsa Louis Vuitton...	260	260	2	2	0.88	0.44	11/18/2019	11/18/2019
12/10/2019	Publicação do Instagram: ???? ??? ????! ?  É...	not_delivering	ad	Publicação do Instagram: ???? ??? ????! ?  É...	Publicação do Instagram: ???? ??? ????! ?  É...	16	16	0		0.52		12/10/2019	12/10/2019
12/8/2019	"Publicação do Instagram: DIVA não faz compra, faz..."	not_delivering	ad	"Publicação do Instagram: DIVA não faz compra, faz..."	"Publicação do Instagram: DIVA não faz compra, faz..."	131	131	1	1	1.37	1.37	12/8/2019	12/8/2019
12/7/2019	"Publicação do Instagram: DIVA não faz compra, faz..."	not_delivering	ad	"Publicação do Instagram: DIVA não faz compra, faz..."	"Publicação do Instagram: DIVA não faz compra, faz..."	329	330	0		2.05		12/7/2019	12/7/2019
12/6/2019	"Publicação do Instagram: DIVA não faz compra, faz..."	not_delivering	ad	"Publicação do Instagram: DIVA não faz compra, faz..."	"Publicação do Instagram: DIVA não faz compra, faz..."	184	184	0		2.01		12/6/2019	12/6/2019
12/5/2019	"Publicação do Instagram: DIVA não faz compra, faz..."	not_delivering	ad	"Publicação do Instagram: DIVA não faz compra, faz..."	"Publicação do Instagram: DIVA não faz compra, faz..."	195	195	0		2.22		12/5/2019	12/5/2019
9/9/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	6	6	0		0.01		9/9/2019	9/9/2019
12/14/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	540	544	0		0.19		12/14/2019	12/14/2019
9/8/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	32	51	3	3	0.08	0.02666667	9/8/2019	9/8/2019
9/7/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	26	29	1	1	0.08	0.08	9/7/2019	9/7/2019
9/6/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	5	6	0		0.06		9/6/2019	9/6/2019
9/5/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	12	19	0		0.02		9/5/2019	9/5/2019
9/4/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	28	29	0		0.12		9/4/2019	9/4/2019
9/3/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	42	50	0		0.15		9/3/2019	9/3/2019
9/2/2019	[remo] Top Fashion Brands | Conheça o site 201905-2	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	12	16	0		0.02		9/2/2019	9/2/2019
12/19/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	27	27	0		0.02		12/19/2019	12/19/2019
12/18/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	381	389	1	1	0.19	0.19	12/18/2019	12/18/2019
12/17/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	735	744	2		0.41	0.205	12/17/2019	12/17/2019
12/16/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	385	391	1		0.2	0.2	12/16/2019	12/16/2019
12/15/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	354	361	0		0.18		12/15/2019	12/15/2019
11/14/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	273	284	0		0.22		11/14/2019	11/14/2019
11/12/2019	[remo] LA Insta Engaged RJ | Visite o site	not_delivering	ad	[remo] Brand awareness	[remo] Brand awereness | LA Instagram Engaged RJ	208	214	0		0.18		11/12/2019	11/12/2019
12/2/2019	Publicação do Instagram: :: CYBER MONDAY ::...	not_delivering	ad	Publicação do Instagram: :: CYBER MONDAY ::...	Publicação do Instagram: :: CYBER MONDAY ::...	158	158	5	6	0.65	0.13	12/2/2019	12/2/2019
9/9/2019	[remo] Top Fashion Brands | Conheça o site	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	77	78	0		0.23		9/9/2019	9/9/2019
1/30/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	138	390	6	2	12.07	2.01166667	1/30/2020	1/30/2020
1/29/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	131	355	6	4	12.02	2.00333333	1/29/2020	1/29/2020
1/28/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	142	401	9	5	12.36	1.37333333	1/28/2020	1/28/2020
1/27/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	117	335	12	5	11.79	0.9825	1/27/2020	1/27/2020
1/26/2020	Viewed or Added to Cart But Not Purchased | Set: Roupas	not_delivering	ad	[remo] Catalog sales	[remo] Catalog Sales | Viewed or Added to Cart But Not Purchased (Set: Roupas)	127	355	10	5	11.67	1.167	1/26/2020	1/26/2020
