Day	Ad Name	Delivery Status	Delivery Level	Campaign Name	Ad Set Name	Reach	Impressions	Clicks (All)	Unique Link Clicks	Amount Spent (BRL)	CPC (All)	Reporting Starts	Reporting Ends
7/12/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	276	293	5	1	0.99	0.198	7/12/2019	7/12/2019
7/9/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	24	25	1	1	0.05	0.05	7/9/2019	7/9/2019
7/28/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	130	138	1		0.47	0.47	7/28/2019	7/28/2019
7/29/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	304	341	4	3	0.96	0.24	7/29/2019	7/29/2019
8/1/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	855	928	13	8	2.27	0.17461538	8/1/2019	8/1/2019
8/14/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	28	29	0		0.06		8/14/2019	8/14/2019
8/30/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	7	8	0		0.01		8/30/2019	8/30/2019
8/16/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	108	116	3	3	0.33	0.11	8/16/2019	8/16/2019
8/26/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	8	8	0		0.02		8/26/2019	8/26/2019
8/18/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	209	214	3	3	0.48	0.16	8/18/2019	8/18/2019
8/21/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	7	7	0		0		8/21/2019	8/21/2019
8/29/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	33	33	2	2	0.07	0.035	8/29/2019	8/29/2019
8/28/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	145	149	0		0.29		8/28/2019	8/28/2019
8/27/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	8	10	0		0.01		8/27/2019	8/27/2019
8/23/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	120	124	0		0.19		8/23/2019	8/23/2019
8/17/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	165	170	2	1	0.47	0.235	8/17/2019	8/17/2019
8/12/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	170	181	1	1	0.36	0.36	8/12/2019	8/12/2019
8/8/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	81	83	1	1	0.26	0.26	8/8/2019	8/8/2019
8/9/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	2	3	0		0.02		8/9/2019	8/9/2019
8/3/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	463	503	8	8	1.63	0.20375	8/3/2019	8/3/2019
8/19/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	189	194	5	1	0.41	0.082	8/19/2019	8/19/2019
8/6/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	519	578	6	4	1.07	0.17833333	8/6/2019	8/6/2019
8/11/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	140	151	2	2	0.39	0.195	8/11/2019	8/11/2019
8/5/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	645	722	7	5	1.55	0.22142857	8/5/2019	8/5/2019
8/4/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	539	608	9	7	1.69	0.18777778	8/4/2019	8/4/2019
8/10/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	13	15	0		0.07		8/10/2019	8/10/2019
8/7/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	305	321	10	5	0.83	0.083	8/7/2019	8/7/2019
8/15/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	143	149	2	2	0.37	0.185	8/15/2019	8/15/2019
7/16/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	452	481	8	5	1.4	0.175	7/16/2019	7/16/2019
7/8/2019	Publicação do Instagram: Seja Ousada!! Use e...	not_delivering	ad	Publicação do Instagram: Seja Ousada!! Use e...	Publicação do Instagram: Seja Ousada!! Use e...	47	47	0		0.33		7/8/2019	7/8/2019
8/31/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	175	184	5	4	0.36	0.072	8/31/2019	8/31/2019
7/23/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	194	208	1	1	0.43	0.43	7/23/2019	7/23/2019
8/3/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	55	59	1		0.21	0.21	8/3/2019	8/3/2019
8/12/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	22	22	2		0.08	0.04	8/12/2019	8/12/2019
8/18/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	60	62	1		0.2	0.2	8/18/2019	8/18/2019
8/4/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	11	11	1	1	0.01	0.01	8/4/2019	8/4/2019
8/17/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	17	17	1	1	0.04	0.04	8/17/2019	8/17/2019
8/11/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	17	18	0		0.03		8/11/2019	8/11/2019
8/13/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	91	92	3	2	0.17	0.05666667	8/13/2019	8/13/2019
7/25/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	67	78	1	1	0.21	0.21	7/25/2019	7/25/2019
7/20/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	47	49	2	1	0.13	0.065	7/20/2019	7/20/2019
8/5/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	27	37	0		0.14		8/5/2019	8/5/2019
8/1/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	168	173	1	1	0.37	0.37	8/1/2019	8/1/2019
7/30/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	37	45	0		0.14		7/30/2019	7/30/2019
7/22/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	435	455	6	5	1.09	0.18166667	7/22/2019	7/22/2019
8/7/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	11	11	2	1	0.04	0.02	8/7/2019	8/7/2019
8/10/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	16	18	0		0.05		8/10/2019	8/10/2019
8/2/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	296	299	4	1	0.8	0.2	8/2/2019	8/2/2019
8/9/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	4	4	0		0.02		8/9/2019	8/9/2019
7/27/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	36	41	0		0.13		7/27/2019	7/27/2019
7/28/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	31	33	1	1	0.04	0.04	7/28/2019	7/28/2019
7/9/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	2	2	0		0.01		7/9/2019	7/9/2019
8/6/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	28	33	1	1	0.11	0.11	8/6/2019	8/6/2019
7/29/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	60	76	0		0.21		7/29/2019	7/29/2019
8/8/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	34	36	0		0.1		8/8/2019	8/8/2019
7/15/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	164	188	1	1	0.56	0.56	7/15/2019	7/15/2019
7/7/2019	Publicação do Instagram: Seja Ousada!! Use e...	not_delivering	ad	Publicação do Instagram: Seja Ousada!! Use e...	Publicação do Instagram: Seja Ousada!! Use e...	105	105	0		0.9		7/7/2019	7/7/2019
8/22/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	14	15	0		0.02		8/22/2019	8/22/2019
7/6/2019	Publicação do Instagram: Seja Ousada!! Use e...	not_delivering	ad	Publicação do Instagram: Seja Ousada!! Use e...	Publicação do Instagram: Seja Ousada!! Use e...	62	62	0		0.84		7/6/2019	7/6/2019
7/5/2019	Publicação do Instagram: Seja Ousada!! Use e...	not_delivering	ad	Publicação do Instagram: Seja Ousada!! Use e...	Publicação do Instagram: Seja Ousada!! Use e...	57	57	0		1.08		7/5/2019	7/5/2019
7/4/2019	Publicação do Instagram: Seja Ousada!! Use e...	not_delivering	ad	Publicação do Instagram: Seja Ousada!! Use e...	Publicação do Instagram: Seja Ousada!! Use e...	33	33	0		0.85		7/4/2019	7/4/2019
2/25/2019	Publicação do Instagram: Aquele passeio no...	not_delivering	ad	[remo] Publicação do Instagram: Aquele passeio no...	Publicação do Instagram: Aquele passeio no...	185	185	0		0.83		2/25/2019	2/25/2019
2/24/2019	Publicação do Instagram: Aquele passeio no...	not_delivering	ad	[remo] Publicação do Instagram: Aquele passeio no...	Publicação do Instagram: Aquele passeio no...	999	1005	3	3	2.18	0.72666667	2/24/2019	2/24/2019
2/23/2019	Publicação do Instagram: Aquele passeio no...	not_delivering	ad	[remo] Publicação do Instagram: Aquele passeio no...	Publicação do Instagram: Aquele passeio no...	109	109	1	1	0.99	0.99	2/23/2019	2/23/2019
8/19/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	54	56	1		0.1	0.1	8/19/2019	8/19/2019
8/30/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	13	13	0		0.05		8/30/2019	8/30/2019
8/20/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	182	188	4	4	0.33	0.0825	8/20/2019	8/20/2019
9/1/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	87	90	1	1	0.16	0.16	9/1/2019	9/1/2019
8/26/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	251	267	1		0.49	0.49	8/26/2019	8/26/2019
8/14/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	119	120	2	1	0.24	0.12	8/14/2019	8/14/2019
8/31/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	29	29	1	1	0.06	0.06	8/31/2019	8/31/2019
8/16/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	43	44	1		0.15	0.15	8/16/2019	8/16/2019
8/23/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	12	12	0		0.03		8/23/2019	8/23/2019
8/25/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	150	155	2	2	0.35	0.175	8/25/2019	8/25/2019
8/24/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	152	157	4	2	0.37	0.0925	8/24/2019	8/24/2019
8/15/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	40	46	2	1	0.11	0.055	8/15/2019	8/15/2019
8/28/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	216	222	1	1	0.48	0.48	8/28/2019	8/28/2019
8/21/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	8	9	0		0.02		8/21/2019	8/21/2019
8/29/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	91	92	0		0.16		8/29/2019	8/29/2019
8/27/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	198	203	3	1	0.41	0.13666667	8/27/2019	8/27/2019
8/25/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	41	42	0		0.07		8/25/2019	8/25/2019
9/1/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 3 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	332	345	1	1	0.41	0.41	9/1/2019	9/1/2019
7/2/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	77	98	1	1	0.08	0.08	7/2/2019	7/2/2019
8/20/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	17	17	0		0.01		8/20/2019	8/20/2019
8/31/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	37	38	3	1	0.09	0.03	8/31/2019	8/31/2019
8/27/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	16	17	0		0.05		8/27/2019	8/27/2019
7/22/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	7	13	0		0.02		7/22/2019	7/22/2019
8/24/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	18	18	0		0.06		8/24/2019	8/24/2019
8/13/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	23	23	0		0.04		8/13/2019	8/13/2019
6/18/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 5 - Copy 3	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	87	93	5	2	0.17	0.034	6/18/2019	6/18/2019
8/28/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	8	8	0		0.02		8/28/2019	8/28/2019
9/1/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	122	124	6	3	0.23	0.03833333	9/1/2019	9/1/2019
8/19/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	19	19	0		0.04		8/19/2019	8/19/2019
8/23/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	15	15	0		0.03		8/23/2019	8/23/2019
8/29/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	20	20	0		0.06		8/29/2019	8/29/2019
8/25/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	27	27	2		0.04	0.02	8/25/2019	8/25/2019
8/16/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	44	45	2	2	0.19	0.095	8/16/2019	8/16/2019
8/26/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	31	34	0		0.06		8/26/2019	8/26/2019
7/30/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	9	11	0		0.01		7/30/2019	7/30/2019
8/15/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	28	29	0		0.11		8/15/2019	8/15/2019
7/26/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	7	8	0		0.01		7/26/2019	7/26/2019
8/1/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	19	26	1		0.06	0.06	8/1/2019	8/1/2019
7/25/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	27	29	1	1	0.03	0.03	7/25/2019	7/25/2019
8/12/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	21	21	0		0.06		8/12/2019	8/12/2019
8/3/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	55	71	3	2	0.13	0.04333333	8/3/2019	8/3/2019
8/21/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	31	34	1	1	0.1	0.1	8/21/2019	8/21/2019
8/22/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	59	60	0		0.08		8/22/2019	8/22/2019
8/18/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	16	16	0		0.07		8/18/2019	8/18/2019
6/19/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	73	92	2	2	0.29	0.145	6/19/2019	6/19/2019
7/1/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	73	87	1	1	0.07	0.07	7/1/2019	7/1/2019
6/30/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	41	52	1	1	0.05	0.05	6/30/2019	6/30/2019
6/29/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	103	122	2	1	0.25	0.125	6/29/2019	6/29/2019
6/27/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	35	52	2	1	0.14	0.07	6/27/2019	6/27/2019
6/26/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	116	187	0	1	0.29		6/26/2019	6/26/2019
6/25/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	87	129	2	2	0.15	0.075	6/25/2019	6/25/2019
6/24/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	111	144	4	2	0.3	0.075	6/24/2019	6/24/2019
6/23/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	110	111	5	3	0.36	0.072	6/23/2019	6/23/2019
6/22/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	147	160	8	5	0.47	0.05875	6/22/2019	6/22/2019
6/21/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands	53	73	2	1	0.2	0.1	6/21/2019	6/21/2019
2/21/2019	"Publicação do Instagram: Prática, fácil de..."	not_delivering	ad	"[remo] Publicação do Instagram: Prática, fácil de..."	"Publicação do Instagram: Prática, fácil de..."	192	192	6	3	0.81	0.135	2/21/2019	2/21/2019
8/6/2019	[remo] Seguidores (Instagram) | Grupo WhatsApp - Image 1 - Copy	not_delivering	ad	[remo] Traffic	[remo] Traffic | Top Fashion Brands (SP)	18	22	1	1	0.09	0.09	8/6/2019	8/6/2019
2/20/2019	"Publicação do Instagram: Prática, fácil de..."	not_delivering	ad	"[remo] Publicação do Instagram: Prática, fácil de..."	"Publicação do Instagram: Prática, fácil de..."	800	803	19	6	3.59	0.18894737	2/20/2019	2/20/2019
