"Reporting Starts","Reporting Ends","Campaign Name","Campaign Delivery","Ad Set Budget","Ad Set Budget Type",Results,"Result Indicator",Reach,Impressions,"Cost per Results","Amount Spent (BRL)",Ends,Frequency,"Unique Link Clicks","Website Purchases Conversion Value","Link Clicks","Website Purchases","Landing Page Views","Cost per Landing Page View (BRL)","Post Engagement","Page Engagement","3-Second Video Views","Video Percentage Watched","Video Average Watch Time","Clicks (All)"
2019-02-07,2019-02-07,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-07,2019-02-07,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-07,2019-02-07,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-07,2019-02-07,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-07,2019-02-07,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-02-07,2019-02-07,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-07,2019-02-07,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-02-07,2019-02-07,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-07,2019-02-07,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-02-07,2019-02-07,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-02-06,2019-02-06,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-06,2019-02-06,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-06,2019-02-06,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-06,2019-02-06,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-06,2019-02-06,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-02-06,2019-02-06,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-06,2019-02-06,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-02-06,2019-02-06,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-06,2019-02-06,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-02-06,2019-02-06,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-02-05,2019-02-05,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-05,2019-02-05,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-05,2019-02-05,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-05,2019-02-05,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-05,2019-02-05,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-02-05,2019-02-05,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-05,2019-02-05,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-02-05,2019-02-05,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-05,2019-02-05,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-02-05,2019-02-05,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-02-04,2019-02-04,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-04,2019-02-04,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-04,2019-02-04,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-04,2019-02-04,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-04,2019-02-04,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-02-04,2019-02-04,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-04,2019-02-04,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-02-04,2019-02-04,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-04,2019-02-04,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-02-04,2019-02-04,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-02-03,2019-02-03,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-03,2019-02-03,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-03,2019-02-03,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-03,2019-02-03,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-03,2019-02-03,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-02-03,2019-02-03,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-03,2019-02-03,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-02-03,2019-02-03,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-03,2019-02-03,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-02-03,2019-02-03,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-02-02,2019-02-02,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-02,2019-02-02,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-02,2019-02-02,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-02,2019-02-02,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-02,2019-02-02,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-02-02,2019-02-02,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-02,2019-02-02,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-02-02,2019-02-02,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-02,2019-02-02,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-02-02,2019-02-02,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-02-01,2019-02-01,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-01,2019-02-01,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-01,2019-02-01,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-02-01,2019-02-01,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-01,2019-02-01,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-02-01,2019-02-01,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-01,2019-02-01,"[remo] Event Responses",not_delivering,"Using ad set budget",0,5,actions:rsvp,1864,1886,4.392,21.96,2019-04-13,1.0118025751073,19,,19,,,,24,24,,0,00:00:00,52
2019-02-01,2019-02-01,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-02-01,2019-02-01,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-02-01,2019-02-01,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-01-31,2019-01-31,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-31,2019-01-31,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-31,2019-01-31,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-31,2019-01-31,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-31,2019-01-31,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-01-31,2019-01-31,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-31,2019-01-31,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-01-31,2019-01-31,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-31,2019-01-31,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-01-31,2019-01-31,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-01-30,2019-01-30,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-30,2019-01-30,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-30,2019-01-30,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-30,2019-01-30,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-30,2019-01-30,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-01-30,2019-01-30,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-30,2019-01-30,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-01-30,2019-01-30,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-30,2019-01-30,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-01-30,2019-01-30,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-01-29,2019-01-29,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-29,2019-01-29,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-29,2019-01-29,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-29,2019-01-29,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-29,2019-01-29,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-01-29,2019-01-29,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-29,2019-01-29,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-01-29,2019-01-29,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-29,2019-01-29,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-01-29,2019-01-29,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-01-28,2019-01-28,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-28,2019-01-28,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-28,2019-01-28,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-28,2019-01-28,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-28,2019-01-28,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-01-28,2019-01-28,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-28,2019-01-28,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-01-28,2019-01-28,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-28,2019-01-28,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-01-28,2019-01-28,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-01-27,2019-01-27,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-27,2019-01-27,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-27,2019-01-27,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-27,2019-01-27,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-27,2019-01-27,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-01-27,2019-01-27,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-27,2019-01-27,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-01-27,2019-01-27,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-27,2019-01-27,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-01-27,2019-01-27,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-01-26,2019-01-26,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-26,2019-01-26,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-26,2019-01-26,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-26,2019-01-26,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-26,2019-01-26,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-01-26,2019-01-26,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-26,2019-01-26,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-01-26,2019-01-26,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-26,2019-01-26,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-01-26,2019-01-26,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-01-25,2019-01-25,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-25,2019-01-25,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-25,2019-01-25,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-25,2019-01-25,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-25,2019-01-25,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-01-25,2019-01-25,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-25,2019-01-25,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-01-25,2019-01-25,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-25,2019-01-25,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-01-25,2019-01-25,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-01-24,2019-01-24,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-24,2019-01-24,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-24,2019-01-24,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-24,2019-01-24,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-24,2019-01-24,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-01-24,2019-01-24,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-24,2019-01-24,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-01-24,2019-01-24,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-24,2019-01-24,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-01-24,2019-01-24,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-01-23,2019-01-23,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-23,2019-01-23,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-23,2019-01-23,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-23,2019-01-23,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-23,2019-01-23,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-01-23,2019-01-23,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-23,2019-01-23,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-01-23,2019-01-23,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-23,2019-01-23,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-01-23,2019-01-23,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-01-22,2019-01-22,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-22,2019-01-22,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-22,2019-01-22,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-22,2019-01-22,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-22,2019-01-22,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-01-22,2019-01-22,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-22,2019-01-22,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-01-22,2019-01-22,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-22,2019-01-22,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-01-22,2019-01-22,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
2019-01-21,2019-01-21,"[remo] Post Engagement",completed,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-21,2019-01-21,"[remo] Reach",active,"Using ad set budget",0,0,reach,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-21,2019-01-21,"[remo] Messages",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-03-08,0,,,,,,,,,,0,00:00:00,0
2019-01-21,2019-01-21,"[remo-kill] Traffic",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-21,2019-01-21,"[remo] Post Engagement",archived,"Using ad set budget",0,,,0,0,,0,2018-11-05,0,,,,,,,,,,0,00:00:00,0
2019-01-21,2019-01-21,"[remo-kill] Post Engagement",inactive,4,Daily,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-21,2019-01-21,"[remo] Event Responses",not_delivering,"Using ad set budget",0,,,0,0,,0,2019-04-13,0,,,,,,,,,,0,00:00:00,0
2019-01-21,2019-01-21,"[remo] Catalog Sales",inactive,"Using ad set budget",0,,,0,0,,0,Contínuo,0,,,,,,,,,,0,00:00:00,0
2019-01-21,2019-01-21,"[remo] Lead generation",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-26,0,,,,,,,,,,0,00:00:00,0
2019-01-21,2019-01-21,"[remo] Conversions",inactive,"Using ad set budget",0,,,0,0,,0,2018-03-07,0,,,,,,,,,,0,00:00:00,0
